n,temps,nb_inter,nb_2opt
6,0.007122039794921875,0,0
6,0.006872892379760742,1,0
6,0.012644052505493164,1,1
6,0.006775856018066406,0,0
6,0.00661015510559082,0,0
6,0.011828184127807617,1,0
6,0.017281055450439453,2,1
6,0.012747049331665039,3,1
6,0.0036041736602783203,0,1
6,0.004881858825683594,0,1
6,0.006886720657348633,1,0
6,0.004357099533081055,0,0
6,0.007372856140136719,1,1
6,0.004848003387451172,0,1
6,0.01237177848815918,1,1
6,0.004911184310913086,0,1
6,0.006707906723022461,0,0
6,0.007341146469116211,1,1
6,0.020701885223388672,2,0
6,0.005289793014526367,0,1
6,0.0048449039459228516,0,1
6,0.004869222640991211,0,1
6,0.011840105056762695,1,0
6,0.007359981536865234,1,1
6,0.006615877151489258,0,0
6,0.0048809051513671875,0,1
6,0.0036232471466064453,0,1
6,0.004862308502197266,0,1
6,0.00772404670715332,1,1
6,0.007360935211181641,1,1
6,0.011796951293945312,1,0
6,0.00690007209777832,1,0
6,0.006841182708740234,1,0
6,0.012161970138549805,1,1
6,0.006680965423583984,0,0
6,0.005452871322631836,0,1
6,0.00738525390625,1,1
6,0.004879951477050781,0,1
6,0.007269859313964844,0,1
6,0.01698780059814453,2,0
6,0.004364013671875,0,0
6,0.01193094253540039,1,0
7,0.015739917755126953,1,1
7,0.02159571647644043,2,0
7,0.01270294189453125,2,1
7,0.022377967834472656,1,0
7,0.01981806755065918,4,0
7,0.010576963424682617,0,1
7,0.006865978240966797,0,0
7,0.0056688785552978516,0,0
7,0.009041309356689453,0,1
7,0.009465217590332031,1,1
7,0.006365776062011719,0,1
7,0.014861106872558594,1,0
7,0.009011268615722656,0,1
7,0.021878957748413086,2,1
7,0.012298107147216797,0,0
7,0.009464025497436523,1,1
7,0.02899789810180664,3,1
7,0.02568507194519043,2,0
7,0.01644110679626465,1,1
7,0.008788824081420898,1,0
7,0.014852762222290039,1,0
7,0.009176015853881836,0,1
7,0.009580135345458984,1,1
7,0.008575201034545898,0,0
7,0.009474992752075195,1,1
7,0.004790067672729492,0,1
7,0.019398927688598633,1,1
7,0.0065119266510009766,0,1
7,0.012231826782226562,0,0
7,0.009634017944335938,1,1
7,0.038475990295410156,4,1
7,0.01254129409790039,0,0
7,0.007811069488525391,0,1
7,0.015332698822021484,3,0
7,0.022661209106445312,1,1
7,0.012031078338623047,2,0
7,0.0343019962310791,4,0
7,0.015857219696044922,1,1
7,0.022411584854125977,2,1
7,0.016451120376586914,1,1
7,0.030869007110595703,3,1
7,0.00947117805480957,0,1
7,0.009286165237426758,0,1
7,0.009695053100585938,1,1
7,0.02197408676147461,2,1
7,0.008902788162231445,1,0
7,0.00651097297668457,0,1
7,0.016350269317626953,2,1
7,0.008924245834350586,0,0
7,0.01918315887451172,3,1
7,0.01778888702392578,1,1
7,0.016351938247680664,1,1
7,0.007172107696533203,0,1
7,0.009514808654785156,1,1
7,0.015549898147583008,1,1
7,0.022418975830078125,1,0
7,0.008986949920654297,0,1
7,0.00981903076171875,0,0
7,0.008619070053100586,0,0
7,0.03221583366394043,3,1
7,0.0343019962310791,4,1
7,0.021780967712402344,2,1
7,0.02129673957824707,2,0
7,0.011049985885620117,1,2
7,0.012485742568969727,1,1
7,0.015434980392456055,1,0
7,0.01350712776184082,2,1
7,0.010064125061035156,1,1
7,0.012319087982177734,0,0
7,0.008603096008300781,0,0
7,0.012695074081420898,2,1
7,0.0063838958740234375,0,1
7,0.028841018676757812,3,1
7,0.01767587661743164,1,0
7,0.008894920349121094,0,1
7,0.008895158767700195,0,1
7,0.014790058135986328,1,0
7,0.00873708724975586,0,0
7,0.014955997467041016,2,1
7,0.01823878288269043,1,1
7,0.008606195449829102,0,0
7,0.009473085403442383,1,1
7,0.009546995162963867,1,1
7,0.022301912307739258,1,0
7,0.025340795516967773,2,1
7,0.009495019912719727,1,1
7,0.011390924453735352,0,1
7,0.010704278945922852,1,1
7,0.00890803337097168,1,0
7,0.018136978149414062,1,1
7,0.012975931167602539,2,1
7,0.024770021438598633,2,1
7,0.024646997451782227,1,0
7,0.00999903678894043,0,0
7,0.008903980255126953,0,1
7,0.014806985855102539,1,0
7,0.014796018600463867,1,0
7,0.009656906127929688,1,1
7,0.01298213005065918,2,1
7,0.010216951370239258,0,0
8,0.013705968856811523,0,1
8,0.018887042999267578,1,0
8,0.012524843215942383,0,1
8,0.012502193450927734,1,1
8,0.029155731201171875,2,1
8,0.028172969818115234,1,1
8,0.00810694694519043,0,1
8,0.011211156845092773,0,0
8,0.03334403038024902,1,0
8,0.01926875114440918,1,1
8,0.012109041213989258,1,1
8,0.01626276969909668,2,1
8,0.026751041412353516,2,0
8,0.01760101318359375,0,0
8,0.01970505714416504,1,1
8,0.04173588752746582,2,0
8,0.030641794204711914,2,1
8,0.0192720890045166,1,1
8,0.05473899841308594,3,0
8,0.030935049057006836,2,1
8,0.031395912170410156,2,1
8,0.023205041885375977,3,1
8,0.01986408233642578,1,1
8,0.019676923751831055,2,1
8,0.008121967315673828,0,1
8,0.01959395408630371,1,1
8,0.030221939086914062,2,1
8,0.03546905517578125,3,1
8,0.026692867279052734,2,0
8,0.019430875778198242,1,1
8,0.019438982009887695,1,1
8,0.015154838562011719,1,1
8,0.008380889892578125,0,1
8,0.01610875129699707,2,1
8,0.02856898307800293,5,1
8,0.011041879653930664,0,0
8,0.08951807022094727,6,1
8,0.01879405975341797,1,0
8,0.0694429874420166,4,1
8,0.02736496925354004,2,1
8,0.019140005111694336,1,1
8,0.029781818389892578,2,1
8,0.00828099250793457,0,1
8,0.01622915267944336,2,1
8,0.027910947799682617,1,1
8,0.030253171920776367,2,1
8,0.011317968368530273,0,1
8,0.039743900299072266,2,0
8,0.019420862197875977,1,1
8,0.011451959609985352,0,1
8,0.015608072280883789,0,1
8,0.014060020446777344,0,0
8,0.015913963317871094,2,1
8,0.02712392807006836,2,1
8,0.008054971694946289,0,1
8,0.008124828338623047,0,1
8,0.011664867401123047,0,1
8,0.019097089767456055,1,1
8,0.01019597053527832,0,1
8,0.020621061325073242,1,1
8,0.03415083885192871,3,0
8,0.05525994300842285,3,0
8,0.01133584976196289,0,1
8,0.008035659790039062,0,1
8,0.03778409957885742,3,0
8,0.012320995330810547,1,1
8,0.023802995681762695,4,1
8,0.027597665786743164,1,0
8,0.008043050765991211,0,1
8,0.01934814453125,1,1
8,0.022196054458618164,1,0
8,0.03020501136779785,1,0
8,0.01909494400024414,1,0
8,0.0275881290435791,2,1
8,0.008286237716674805,0,1
8,0.019278764724731445,1,1
8,0.011294841766357422,0,1
8,0.03513383865356445,3,1
8,0.03177690505981445,2,1
8,0.020634889602661133,1,1
8,0.029776811599731445,1,0
8,0.010854959487915039,0,0
8,0.019431114196777344,1,1
8,0.008213043212890625,0,1
8,0.03496217727661133,3,1
8,0.007982254028320312,0,2
8,0.01154470443725586,0,1
8,0.01932215690612793,1,1
8,0.01958489418029785,1,1
8,0.017889022827148438,2,1
8,0.008025169372558594,0,1
8,0.01135706901550293,0,1
8,0.040415048599243164,2,1
8,0.018819808959960938,1,0
8,0.022325992584228516,1,1
8,0.01609182357788086,2,1
8,0.03907489776611328,3,1
8,0.008092164993286133,0,1
8,0.02469468116760254,4,1
8,0.018616914749145508,1,0
9,0.015000104904174805,1,1
9,0.023149728775024414,1,0
9,0.02790379524230957,1,0
9,0.027691125869750977,1,1
9,0.014528989791870117,0,1
9,0.04928708076477051,3,0
9,0.015743017196655273,0,1
9,0.028994083404541016,1,1
9,0.010404825210571289,0,1
9,0.021923065185546875,0,0
9,0.01860666275024414,0,1
9,0.03686881065368652,2,1
9,0.03384709358215332,1,1
9,0.015517950057983398,0,0
9,0.04841184616088867,2,1
9,0.0647890567779541,5,1
9,0.0551300048828125,4,1
9,0.034806013107299805,1,0
9,0.05146503448486328,2,1
9,0.01331186294555664,0,0
9,0.049041032791137695,2,1
9,0.02337169647216797,1,1
9,0.03349494934082031,1,1
9,0.06553077697753906,5,1
9,0.010313987731933594,0,1
9,0.04191017150878906,3,0
9,0.048486948013305664,2,1
9,0.016768217086791992,0,1
9,0.05187106132507324,2,1
9,0.013319015502929688,0,0
9,0.024319887161254883,0,0
9,0.06666016578674316,3,1
9,0.027006149291992188,1,1
9,0.0689690113067627,3,1
9,0.02059173583984375,2,1
9,0.026396989822387695,1,1
9,0.014920949935913086,0,1
9,0.09432101249694824,5,0
9,0.015053987503051758,1,1
9,0.03290200233459473,1,0
9,0.045239925384521484,3,1
9,0.03615617752075195,2,1
9,0.018661022186279297,2,0
9,0.0335538387298584,1,1
9,0.023656129837036133,1,1
9,0.010281085968017578,0,1
9,0.012294769287109375,0,1
9,0.03735804557800293,2,1
9,0.023231983184814453,1,1
9,0.06642293930053711,2,1
9,0.010528087615966797,0,1
9,0.08963489532470703,8,1
9,0.07375502586364746,6,0
9,0.04945516586303711,2,0
9,0.03398871421813965,1,1
9,0.023957014083862305,1,1
9,0.0353851318359375,1,1
9,0.015583038330078125,0,1
9,0.014331817626953125,0,1
9,0.048883914947509766,2,1
9,0.05111289024353027,2,1
9,0.015507221221923828,0,1
9,0.04306173324584961,3,0
9,0.09559392929077148,5,0
9,0.04625678062438965,3,1
9,0.05204892158508301,2,1
9,0.0329442024230957,2,1
9,0.033798933029174805,2,0
9,0.03545522689819336,1,1
9,0.033879995346069336,1,1
9,0.0423429012298584,3,1
9,0.04497385025024414,3,1
9,0.03491020202636719,2,1
9,0.016557931900024414,0,1
9,0.03359198570251465,1,1
9,0.042285919189453125,3,1
9,0.06397819519042969,3,1
9,0.011667966842651367,0,1
9,0.03270387649536133,2,1
9,0.014096975326538086,0,1
9,0.013813972473144531,1,0
9,0.015076875686645508,1,1
9,0.025882959365844727,1,1
9,0.06908416748046875,3,1
9,0.03624320030212402,2,1
9,0.04890322685241699,2,1
9,0.023729801177978516,1,1
9,0.023435115814208984,1,1
9,0.04779624938964844,2,0
9,0.06675887107849121,5,0
9,0.023550987243652344,1,1
9,0.036740779876708984,1,0
9,0.0433499813079834,3,1
9,0.015658855438232422,1,1
9,0.02271580696105957,2,1
9,0.03312993049621582,2,1
9,0.02337503433227539,1,1
9,0.051976919174194336,2,1
9,0.023542165756225586,1,1
9,0.04490375518798828,3,0
10,0.09802913665771484,3,1
10,0.017749786376953125,0,1
10,0.040657997131347656,1,1
10,0.017480850219726562,0,1
10,0.019984722137451172,0,1
10,0.041338205337524414,1,1
10,0.04138016700744629,1,1
10,0.0611729621887207,2,1
10,0.017102956771850586,0,1
10,0.04265904426574707,1,1
10,0.024049997329711914,0,1
10,0.10615324974060059,3,1
10,0.02853226661682129,1,1
10,0.012434005737304688,0,1
10,0.09557676315307617,4,0
10,0.05609703063964844,3,1
10,0.0255277156829834,0,0
10,0.05734419822692871,2,1
10,0.03953289985656738,2,1
10,0.04131197929382324,1,1
10,0.09638714790344238,4,1
10,0.04072976112365723,1,1
10,0.0783538818359375,3,1
10,0.028477907180786133,1,1
10,0.022103071212768555,0,0
10,0.03270578384399414,3,1
10,0.10105705261230469,4,1
10,0.0171358585357666,0,1
10,0.04226994514465332,1,1
10,0.041398048400878906,2,1
10,0.041356801986694336,1,1
10,0.04157900810241699,1,1
10,0.029681921005249023,0,0
10,0.040029048919677734,1,0
10,0.017354965209960938,0,1
10,0.12824606895446777,6,0
10,0.058808088302612305,2,0
10,0.06041979789733887,2,0
10,0.05291318893432617,3,1
10,0.03978919982910156,1,1
10,0.08331108093261719,3,1
10,0.02346324920654297,0,1
10,0.017066240310668945,0,1
10,0.058007001876831055,1,1
10,0.09661316871643066,4,1
10,0.03977489471435547,2,1
10,0.01248311996459961,0,1
10,0.11280512809753418,5,0
10,0.044632673263549805,2,4
10,0.0653848648071289,4,1
10,0.05143284797668457,3,1
10,0.06018519401550293,2,1
10,0.10019111633300781,4,1
10,0.031183958053588867,1,1
10,0.040560007095336914,1,1
10,0.044573068618774414,5,1
10,0.10002994537353516,4,2
10,0.028123855590820312,1,1
10,0.05267620086669922,3,1
10,0.043495893478393555,1,1
10,0.04067826271057129,1,1
10,0.05759716033935547,2,1
10,0.07667207717895508,3,1
10,0.06150102615356445,2,1
10,0.0620269775390625,2,1
10,0.012389183044433594,0,1
10,0.0533599853515625,1,0
10,0.1335468292236328,4,1
10,0.0601649284362793,2,1
10,0.022934913635253906,0,1
10,0.04971814155578613,3,0
10,0.06119585037231445,2,1
10,0.08133387565612793,2,1
10,0.02824091911315918,1,1
10,0.040110111236572266,1,1
10,0.017241954803466797,0,1
10,0.06502079963684082,2,1
10,0.016910076141357422,0,1
10,0.06136965751647949,2,1
10,0.10474705696105957,3,0
10,0.04126381874084473,1,1
10,0.0594019889831543,1,0
10,0.05266690254211426,3,1
10,0.03922414779663086,2,1
10,0.09584403038024902,4,1
10,0.08068490028381348,2,1
10,0.03991293907165527,1,1
10,0.09354805946350098,4,0
10,0.0964670181274414,4,1
10,0.039855241775512695,1,0
10,0.05212283134460449,3,1
10,0.01703500747680664,0,1
10,0.040019989013671875,2,1
10,0.0280148983001709,1,1
10,0.05362415313720703,3,1
10,0.07914996147155762,3,1
10,0.016939878463745117,0,1
10,0.030774831771850586,1,1
10,0.14718008041381836,7,0
10,0.028477907180786133,1,1
11,0.06102609634399414,3,1
11,0.0944051742553711,2,0
11,0.03370094299316406,1,1
11,0.11040997505187988,4,1
11,0.06814312934875488,2,1
11,0.036762237548828125,1,1
11,0.020598888397216797,0,1
11,0.05948305130004883,3,1
11,0.0665888786315918,1,1
11,0.04957389831542969,1,1
11,0.05046200752258301,1,1
11,0.06661081314086914,2,0
11,0.06799888610839844,2,1
11,0.06742405891418457,2,1
11,0.0885610580444336,5,0
11,0.08887386322021484,3,1
11,0.09462499618530273,2,1
11,0.0508880615234375,1,1
11,0.10875225067138672,4,1
11,0.028438091278076172,0,1
11,0.020452260971069336,0,1
11,0.03644704818725586,0,1
11,0.022344350814819336,0,1
11,0.033514976501464844,1,1
11,0.06941795349121094,2,0
11,0.050308942794799805,2,1
11,0.14826011657714844,4,1
11,0.050050973892211914,2,1
11,0.0506749153137207,1,1
11,0.020406007766723633,0,1
11,0.03320598602294922,1,1
11,0.13207387924194336,5,1
11,0.023846149444580078,0,1
11,0.03353381156921387,1,1
11,0.11115288734436035,4,1
11,0.0951690673828125,3,1
11,0.09207797050476074,2,1
11,0.09323287010192871,2,0
11,0.13660001754760742,5,1
11,0.15515899658203125,6,1
11,0.08879518508911133,5,0
11,0.0913851261138916,2,1
11,0.050798892974853516,1,1
11,0.04135918617248535,4,0
11,0.049078941345214844,1,1
11,0.12603998184204102,3,0
11,0.15637516975402832,4,1
11,0.0263519287109375,0,0
11,0.03676915168762207,0,0
11,0.12392210960388184,3,0
11,0.0491490364074707,1,1
11,0.11323189735412598,4,0
11,0.033553123474121094,1,1
11,0.0688779354095459,1,1
11,0.052455902099609375,1,2
11,0.02713489532470703,0,1
11,0.035362958908081055,1,1
11,0.07050013542175293,2,1
11,0.020717859268188477,0,1
11,0.07112598419189453,2,1
11,0.12265443801879883,3,1
11,0.07179117202758789,2,1
11,0.03334999084472656,1,1
11,0.03745102882385254,1,1
11,0.09642410278320312,2,1
11,0.07870197296142578,4,1
11,0.0488581657409668,1,1
11,0.021457910537719727,1,1
11,0.09729981422424316,2,1
11,0.11191082000732422,4,1
11,0.15385985374450684,4,1
11,0.04534196853637695,2,0
11,0.12708282470703125,3,0
11,0.06943893432617188,2,1
11,0.05001497268676758,1,1
11,0.08980607986450195,5,1
11,0.02221369743347168,1,1
11,0.09409093856811523,3,0
11,0.09096813201904297,3,1
11,0.1108710765838623,4,0
11,0.07133293151855469,2,1
11,0.04694199562072754,1,1
11,0.03335881233215332,1,1
11,0.04964804649353027,1,1
11,0.08547472953796387,5,1
11,0.026864051818847656,0,1
11,0.049623966217041016,1,1
11,0.04926896095275879,1,1
11,0.07251572608947754,4,1
11,0.07308197021484375,2,1
11,0.1629042625427246,6,1
11,0.028719186782836914,0,1
11,0.12015604972839355,2,1
11,0.03641223907470703,1,1
11,0.06638717651367188,2,1
11,0.11310315132141113,4,0
11,0.04764890670776367,2,1
11,0.029781103134155273,0,1
11,0.02112889289855957,0,1
11,0.08856010437011719,3,0
12,0.030587196350097656,0,3
12,0.058777809143066406,1,1
12,0.07877993583679199,1,1
12,0.07915115356445312,2,1
12,0.034184932708740234,0,1
12,0.11435794830322266,3,1
12,0.18247389793395996,6,1
12,0.08106493949890137,2,1
12,0.059287071228027344,1,1
12,0.10706281661987305,2,1
12,0.17808794975280762,4,1
12,0.10745072364807129,5,1
12,0.17974090576171875,4,1
12,0.10760784149169922,3,1
12,0.1537020206451416,5,1
12,0.11030912399291992,2,1
12,0.10652685165405273,2,1
12,0.0546879768371582,2,1
12,0.04270577430725098,1,1
12,0.10953927040100098,2,0
12,0.03155994415283203,0,1
12,0.1349947452545166,4,0
12,0.1416330337524414,3,1
12,0.07356905937194824,1,1
12,0.15162992477416992,5,1
12,0.07704687118530273,3,1
12,0.11099886894226074,2,1
12,0.05460619926452637,1,1
12,0.06959795951843262,3,1
12,0.0812079906463623,2,1
12,0.0754249095916748,1,1
12,0.054911136627197266,1,1
12,0.1288132667541504,4,1
12,0.08199238777160645,2,1
12,0.058207035064697266,1,1
12,0.21100592613220215,5,1
12,0.05714082717895508,1,1
12,0.08482789993286133,2,1
12,0.059287071228027344,1,1
12,0.13708209991455078,3,0
12,0.04357290267944336,1,1
12,0.03160500526428223,0,1
12,0.27822208404541016,10,0
12,0.17588567733764648,4,0
12,0.10559797286987305,3,1
12,0.17761588096618652,4,1
12,0.1045999526977539,3,1
12,0.1041111946105957,3,1
12,0.08147501945495605,2,1
12,0.11336493492126465,2,1
12,0.057804107666015625,1,1
12,0.07340121269226074,1,1
12,0.14564204216003418,3,1
12,0.07216215133666992,3,1
12,0.07801604270935059,2,1
12,0.14299297332763672,3,1
12,0.05512404441833496,1,1
12,0.0777277946472168,2,1
12,0.11234378814697266,3,1
12,0.03913712501525879,1,1
12,0.02386927604675293,0,1
12,0.10829782485961914,3,1
12,0.07124519348144531,3,1
12,0.05784964561462402,1,1
12,0.06960010528564453,3,1
12,0.039769887924194336,1,1
12,0.10436391830444336,3,0
12,0.07904791831970215,2,1
12,0.05412769317626953,2,1
12,0.07312679290771484,3,1
12,0.17875885963439941,4,1
12,0.07028722763061523,3,1
12,0.18449902534484863,3,1
12,0.1438159942626953,3,1
12,0.034197092056274414,0,1
12,0.10676407814025879,2,1
12,0.1761479377746582,6,1
12,0.07302594184875488,1,1
12,0.035830020904541016,0,1
12,0.03483009338378906,0,1
12,0.05542397499084473,1,1
12,0.05437111854553223,2,1
12,0.08348393440246582,2,1
12,0.12807726860046387,4,0
12,0.057929277420043945,1,1
12,0.14363598823547363,3,1
12,0.07189822196960449,3,1
12,0.03202509880065918,0,1
12,0.024653196334838867,0,1
12,0.08551692962646484,4,1
12,0.05847787857055664,1,1
12,0.05399489402770996,2,1
12,0.2315809726715088,4,1
12,0.04269003868103027,1,1
12,0.08582711219787598,2,1
12,0.07834386825561523,2,1
12,0.05758786201477051,1,1
12,0.15027594566345215,5,0
12,0.05426907539367676,2,1
12,0.05458998680114746,1,1
13,0.08871912956237793,1,1
13,0.2225642204284668,3,1
13,0.06796002388000488,1,1
13,0.16292500495910645,3,1
13,0.15045928955078125,5,1
13,0.09245491027832031,2,1
13,0.12485599517822266,2,1
13,0.12224411964416504,5,1
13,0.12247395515441895,2,1
13,0.12045574188232422,3,1
13,0.038645029067993164,0,1
13,0.14749693870544434,4,1
13,0.12635278701782227,2,1
13,0.16426301002502441,3,1
13,0.1579608917236328,3,0
13,0.23836278915405273,5,0
13,0.11948919296264648,3,1
13,0.05105781555175781,1,1
13,0.1185300350189209,3,1
13,0.06301617622375488,1,1
13,0.04538583755493164,1,1
13,0.1482400894165039,4,1
13,0.12407183647155762,2,1
13,0.03824496269226074,0,1
13,0.2599310874938965,8,1
13,0.14350318908691406,4,1
13,0.31017208099365234,5,1
13,0.09757375717163086,2,1
13,0.14950299263000488,4,1
13,0.06487727165222168,1,1
13,0.06582331657409668,2,1
13,0.11982202529907227,2,1
13,0.06612896919250488,1,1
13,0.17536306381225586,5,1
13,0.1619570255279541,3,1
13,0.03649497032165527,0,1
13,0.09267997741699219,2,1
13,0.09762787818908691,2,1
13,0.06548786163330078,1,1
13,0.11860203742980957,3,1
13,0.12471413612365723,2,1
13,0.12449216842651367,2,1
13,0.12616968154907227,2,1
13,0.09940886497497559,4,1
13,0.2587168216705322,4,1
13,0.2268679141998291,7,0
13,0.21103382110595703,3,1
13,0.08669590950012207,1,1
13,0.0456387996673584,1,1
13,0.14654898643493652,4,1
13,0.09002184867858887,2,1
13,0.21186423301696777,3,0
13,0.05055594444274902,1,1
13,0.1621558666229248,3,0
13,0.041031837463378906,0,1
13,0.2696659564971924,6,1
13,0.08976006507873535,2,0
13,0.16302084922790527,3,0
13,0.31771111488342285,7,1
13,0.036324262619018555,0,1
13,0.12008881568908691,2,1
13,0.06671500205993652,1,1
13,0.1255500316619873,2,1
13,0.12474894523620605,2,1
13,0.08503103256225586,1,1
13,0.26187872886657715,4,1
13,0.2773921489715576,6,1
13,0.12162590026855469,2,1
13,0.09264373779296875,2,1
13,0.04761481285095215,1,1
13,0.13470792770385742,6,1
13,0.12367105484008789,3,1
13,0.04811811447143555,1,1
13,0.06470799446105957,1,1
13,0.04686093330383301,1,1
13,0.08653616905212402,1,1
13,0.20391011238098145,6,1
13,0.1300060749053955,2,1
13,0.0825200080871582,1,1
13,0.09298896789550781,2,1
13,0.24076128005981445,5,0
13,0.15975713729858398,3,1
13,0.12531304359436035,3,1
13,0.062458038330078125,2,1
13,0.23531603813171387,5,1
13,0.0844268798828125,1,1
13,0.06244087219238281,1,1
13,0.10859203338623047,1,1
13,0.22506499290466309,7,0
13,0.11944818496704102,2,1
13,0.06336474418640137,2,1
13,0.06207418441772461,2,1
13,0.06753993034362793,1,1
13,0.11924076080322266,2,1
13,0.12853407859802246,2,1
13,0.06391096115112305,1,1
13,0.049385786056518555,0,1
13,0.06265687942504883,1,1
13,0.06527400016784668,2,1
13,0.06671714782714844,1,1
14,0.18545269966125488,3,1
14,0.1393599510192871,2,1
14,0.13639402389526367,3,1
14,0.10704398155212402,2,1
14,0.10634803771972656,2,1
14,0.22631192207336426,6,1
14,0.09995079040527344,1,1
14,0.12404513359069824,1,1
14,0.18362689018249512,3,1
14,0.39959716796875,8,0
14,0.22307467460632324,4,1
14,0.27422308921813965,5,1
14,0.1380631923675537,2,1
14,0.11480402946472168,4,1
14,0.10140585899353027,2,1
14,0.10433483123779297,2,1
14,0.14411282539367676,2,1
14,0.10675668716430664,2,1
14,0.14378809928894043,3,1
14,0.16789507865905762,4,1
14,0.10228586196899414,2,1
14,0.31060099601745605,6,1
14,0.10160470008850098,2,1
14,0.10451602935791016,2,1
14,0.1949172019958496,5,1
14,0.13102483749389648,3,1
14,0.10521197319030762,2,1
14,0.07051587104797363,2,1
14,0.1722269058227539,4,1
14,0.03642416000366211,0,1
14,0.04944419860839844,2,2
14,0.1963965892791748,5,1
14,0.1265552043914795,1,1
14,0.07370972633361816,1,1
14,0.1890087127685547,2,1
14,0.22432708740234375,4,0
14,0.10416603088378906,2,1
14,0.1888880729675293,3,1
14,0.35578393936157227,7,1
14,0.1413729190826416,2,1
14,0.18100714683532715,3,1
14,0.26839494705200195,5,1
14,0.17856526374816895,7,1
14,0.2688000202178955,5,1
14,0.2657301425933838,5,1
14,0.13553786277770996,3,1
14,0.1445460319519043,2,1
14,0.18444013595581055,3,1
14,0.05518913269042969,1,1
14,0.09228205680847168,3,1
14,0.0920250415802002,3,1
14,0.23052287101745605,4,1
14,0.1460111141204834,2,1
14,0.23414111137390137,4,1
14,0.13269805908203125,3,1
14,0.2968902587890625,8,1
14,0.13944602012634277,2,1
14,0.18344426155090332,3,1
14,0.14259815216064453,2,1
14,0.12439823150634766,1,0
14,0.2936289310455322,4,1
14,0.0709688663482666,2,1
14,0.05440711975097656,1,1
14,0.13976502418518066,2,1
14,0.29483485221862793,4,1
14,0.4937889575958252,10,1
14,0.31348705291748047,6,0
14,0.268892765045166,5,1
14,0.09792375564575195,1,1
14,0.16950297355651855,4,1
14,0.054154157638549805,0,1
14,0.19862031936645508,5,1
14,0.07775712013244629,2,1
14,0.1321721076965332,3,1
14,0.09666585922241211,3,2
14,0.07205986976623535,1,1
14,0.07539200782775879,1,1
14,0.19823884963989258,5,1
14,0.10172200202941895,2,1
14,0.12700915336608887,1,1
14,0.35404109954833984,7,1
14,0.043314218521118164,0,1
14,0.13468098640441895,3,1
14,0.10393524169921875,2,1
14,0.2711920738220215,5,1
14,0.18382596969604492,3,1
14,0.07439327239990234,1,1
14,0.2300269603729248,4,1
14,0.27173709869384766,5,1
14,0.203294038772583,5,1
14,0.5200598239898682,8,1
14,0.13490676879882812,3,1
14,0.058054208755493164,0,1
14,0.044466257095336914,0,1
14,0.19612741470336914,5,1
14,0.2258920669555664,6,1
14,0.1828618049621582,3,1
14,0.2242109775543213,4,1
14,0.14039897918701172,2,1
14,0.10437297821044922,2,1
15,0.31857895851135254,4,1
15,0.11832404136657715,2,1
15,0.17166686058044434,1,1
15,0.14983606338500977,3,1
15,0.11947321891784668,2,1
15,0.11004185676574707,1,1
15,0.2030189037322998,3,1
15,0.27509117126464844,3,1
15,0.27657103538513184,3,1
15,0.39891910552978516,5,1
15,0.22155308723449707,5,2
15,0.10956478118896484,1,1
15,0.0812990665435791,1,1
15,0.2541806697845459,4,1
15,0.15564513206481934,3,1
15,0.2076261043548584,3,1
15,0.04714608192443848,0,1
15,0.25669097900390625,4,1
15,0.25386714935302734,4,1
15,0.29784107208251953,5,1
15,0.13741612434387207,1,1
15,0.3557779788970947,6,1
15,0.15398907661437988,3,1
15,0.20437121391296387,3,1
15,0.15130114555358887,3,1
15,0.15956497192382812,2,1
15,0.12940311431884766,4,1
15,0.1165933609008789,2,1
15,0.20256495475769043,3,1
15,0.11469888687133789,2,1
15,0.2574341297149658,4,1
15,0.11723685264587402,2,1
15,0.10611987113952637,1,1
15,0.3240227699279785,4,1
15,0.3886678218841553,5,1
15,0.2618260383605957,4,1
15,0.20442962646484375,3,1
15,0.15013599395751953,3,1
15,0.18887090682983398,4,1
15,0.11470222473144531,1,1
15,0.11849212646484375,2,1
15,0.10876607894897461,1,1
15,0.10795116424560547,1,1
15,0.20617389678955078,3,1
15,0.10771989822387695,1,1
15,0.2010188102722168,2,1
15,0.08044290542602539,1,1
15,0.32387614250183105,4,1
15,0.11123919486999512,1,1
15,0.44945716857910156,6,1
15,0.10631823539733887,1,1
15,0.15117287635803223,5,1
15,0.1578059196472168,2,1
15,0.15373730659484863,2,1
15,0.11651015281677246,2,1
15,0.38921499252319336,5,1
15,0.08707189559936523,2,1
15,0.43148064613342285,5,1
15,0.09752488136291504,1,2
15,0.3975391387939453,5,1
15,0.3250088691711426,4,1
15,0.3919999599456787,5,1
15,0.05919003486633301,1,1
15,0.1904749870300293,4,1
15,0.15378308296203613,2,1
15,0.20566391944885254,3,1
15,0.22060585021972656,5,1
15,0.20559096336364746,3,1
15,0.20232081413269043,3,1
15,0.10628604888916016,3,1
15,0.10729408264160156,1,1
15,0.11065888404846191,1,1
15,0.32756996154785156,4,1
15,0.2547171115875244,4,1
15,0.39147114753723145,5,1
15,0.26650500297546387,3,0
15,0.11543488502502441,1,1
15,0.2252359390258789,5,1
15,0.12120389938354492,2,1
15,0.15968012809753418,2,1
15,0.38753795623779297,5,1
15,0.1242218017578125,2,1
15,0.38841986656188965,5,1
15,0.3924531936645508,10,1
15,0.43523502349853516,11,1
15,0.13729119300842285,1,1
15,0.445770263671875,6,1
15,0.19051408767700195,4,1
15,0.2559800148010254,4,1
15,0.3058741092681885,5,1
